<USER_REQUEST>
Ensure all below mentioned details are updated:

Unit AC Codes:
Property Name	Unit Code	PDC In Hand	SL Name	Deposit	SL Name	Receivables	SL Name
Musheireb - Bldg05	Musheireb - 05 - Flat01	21400298	PDC - Musheireb - 05 - FT:01	21500298	Deposit- Musheireb - 05 - FT:01	12413298	Receivables- Musheireb - 05 - FT:01
Musheireb - Bldg05	Musheireb - 05 - Flat02	21400299	PDC - Musheireb - 05 - FT:02	21500299	Deposit- Musheireb - 05 - FT:02	12413299	Receivables- Musheireb - 05 - FT:02
Musheireb - Bldg05	Musheireb - 05 - Flat03	21400300	PDC - Musheireb - 05 - FT:03	21500300	Deposit- Musheireb - 05 - FT:03	12413300	Receivables- Musheireb - 05 - FT:03
Musheireb - Bldg05	Musheireb - 05 - Flat04	21400301	PDC - Musheireb - 05 - FT:04	21500301	Deposit- Musheireb - 05 - FT:04	12413301	Receivables- Musheireb - 05 - FT:04
Musheireb - Bldg05	Musheireb - 05 - Flat05	21400302	PDC - Musheireb - 05 - FT:05	21500302	Deposit- Musheireb - 05 - FT:05	12413302	Receivables- Musheireb - 05 - FT:05
Musheireb - Bldg05	Musheireb - 05 - Flat06	21400303	PDC - Musheireb - 05 - FT:06	21500303	Deposit- Musheireb - 05 - FT:06	12413303	Receivables- Musheireb - 05 - FT:06
Musheireb - Bldg05	Musheireb - 05 - Flat07	21400304	PDC - Musheireb - 05 - FT:07	21500304	Deposit- Musheireb - 05 - FT:07	12413304	Receivables- Musheireb - 05 - FT:07
Musheireb - Bldg05	Musheireb - 05 - Flat08	21400305	PDC - Musheireb - 05 - FT:08	21500305	Deposit- Musheireb - 05 - FT:08	12413305	Receivables- Musheireb - 05 - FT:08
Musheireb - Bldg05	Musheireb - 05 - Flat09	21400306	PDC - Musheireb - 05 - FT:09	21500306	Deposit- Musheireb - 05 - FT:09	12413306	Receivables- Musheireb - 05 - FT:09
Musheireb - Bldg05	Musheireb - 05 - Flat10	21400307	PDC - Musheireb - 05 - FT:10	21500307	Deposit- Musheireb - 05 - FT:10	12413307	Receivables- Musheireb - 05 - FT:10
Musheireb - Bldg05	Musheireb - 05 - Flat11	21400308	PDC - Musheireb - 05 - FT:11	21500308	Deposit- Musheireb - 05 - FT:11	12413308	Receivables- Musheireb - 05 - FT:11
Musheireb - Bldg05	Musheireb - 05 - Flat12	21400309	PDC - Musheireb - 05 - FT:12	21500309	Deposit- Musheireb - 05 - FT:12	12413309	Receivables- Musheireb - 05 - FT:12
Musheireb - Bldg05	Musheireb - 05 - Flat13	21400310	PDC - Musheireb - 05 - FT:13	21500310	Deposit- Musheireb - 05 - FT:13	12413310	Receivables- Musheireb - 05 - FT:13
Musheireb - Bldg05	Musheireb - 05 - Flat14	21400311	PDC - Musheireb - 05 - FT:14	21500311	Deposit- Musheireb - 05 - FT:14	12413311	Receivables- Musheireb - 05 - FT:14
Musheireb - Bldg05	Musheireb - 05 - Flat15	21400312	PDC - Musheireb - 05 - FT:15	21500312	Deposit- Musheireb - 05 - FT:15	12413312	Receivables- Musheireb - 05 - FT:15
Musheireb - Bldg05	Musheireb - 05 - Flat16	21400313	PDC - Musheireb - 05 - FT:16	21500313	Deposit- Musheireb - 05 - FT:16	12413313	Receivables- Musheireb - 05 - FT:16
Musheireb - Bldg05	Musheireb - 05 - Flat17	21400314	PDC - Musheireb - 05 - FT:17	21500314	Deposit- Musheireb - 05 - FT:17	12413314	Receivables- Musheireb - 05 - FT:17
Musheireb - Bldg05	Musheireb - 05 - Flat18	21400315	PDC - Musheireb - 05 - FT:18	21500315	Deposit- Musheireb - 05 - FT:18	12413315	Receivables- Musheireb - 05 - FT:18
Musheireb - Bldg05	Musheireb - 05 - Flat19	21400316	PDC - Musheireb - 05 - FT:19	21500316	Deposit- Musheireb - 05 - FT:19	12413316	Receivables- Musheireb - 05 - FT:19
Musheireb - Bldg05	Musheireb - 05 - Flat20	21400317	PDC - Musheireb - 05 - FT:20	21500317	Deposit- Musheireb - 05 - FT:20	12413317	Receivables- Musheireb - 05 - FT:20
Musheireb - Bldg05	Musheireb - 05 - Flat21	21400318	PDC - Musheireb - 05 - FT:21	21500318	Deposit- Musheireb - 05 - FT:21	12413318	Receivables- Musheireb - 05 - FT:21
Musheireb - Bldg05	Musheireb - 05 - Flat22	21400319	PDC - Musheireb - 05 - FT:22	21500319	Deposit- Musheireb - 05 - FT:22	12413319	Receivables- Musheireb - 05 - FT:22
Musheireb - Bldg05	Musheireb - 05 - Flat23	21400320	PDC - Musheireb - 05 - FT:23	21500320	Deposit- Musheireb - 05 - FT:23	12413320	Receivables- Musheireb - 05 - FT:23
Musheireb - Bldg05	Musheireb - 05 - Flat24	21400321	PDC - Musheireb - 05 - FT:24	21500321	Deposit- Musheireb - 05 - FT:24	12413321	Receivables- Musheireb - 05 - FT:24
Musheireb - Bldg05	Musheireb - 05 - Flat25	21400322	PDC - Musheireb - 05 - FT:25	21500322	Deposit- Musheireb - 05 - FT:25	12413322	Receivables- Musheireb - 05 - FT:
<truncated 26236 bytes>

NOTE: The output was truncated because it was too long. Use a more targeted query or a smaller range to get the information you need.
